메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
PORSCHE,911,MINICOMPACT,3.4,6,MT,고급유,8.1,11.6,249
PORSCHE,911,MINICOMPACT,3.4,6,AT,고급유,8.7,11.9,236
PORSCHE,911,MINICOMPACT,3.4,6,MT,고급유,8.1,11.5,251
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,11.1,259
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.8,11.1,262
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.9,260
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.5,10.8,272
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,8.4,11.5,245
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,8.1,11.5,252
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,8.2,11.5,250
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,8,11.2,255
PORSCHE,911,MINICOMPACT,3.4,6,AT,고급유,8.5,11.8,240
PORSCHE,911,MINICOMPACT,3.4,6,MT,고급유,8.1,11.5,251
PORSCHE,911,MINICOMPACT,3.4,6,AT,고급유,8.4,11.4,246
PORSCHE,911,MINICOMPACT,3.4,6,MT,고급유,8,11.1,257
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.9,260
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.7,10.9,265
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.6,10.6,268
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.5,10.8,272
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,8.2,11.2,251
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.9,11.2,258
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,8,11,257
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.8,10.9,262
PORSCHE,911,TWO_SEATER,3.8,6,AT,고급유,6.3,8.7,329
PORSCHE,911,TWO_SEATER,4,6,AT,고급유,6.1,8.5,334
PORSCHE,911,MINICOMPACT,3.4,6,AT,고급유,8.1,11.2,253
PORSCHE,911,MINICOMPACT,3.4,6,MT,고급유,7.8,11.1,261
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.8,10.8,260
PORSCHE,911,MINICOMPACT,3.8,6,MT,고급유,7.6,10.9,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.3,10.4,278
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.3,10.4,278
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.3,10.4,278
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.3,10.4,278
PORSCHE,BOXSTER,TWO_SEATER,2.7,6,AT,고급유,9.3,13.5,217
PORSCHE,BOXSTER,TWO_SEATER,2.7,6,MT,고급유,8.7,12.7,232
PORSCHE,BOXSTER,TWO_SEATER,3.4,6,AT,고급유,9.2,13,222
PORSCHE,BOXSTER,TWO_SEATER,3.4,6,MT,고급유,8.3,11.2,250
PORSCHE,BOXSTER,TWO_SEATER,3.4,6,AT,고급유,8.8,12.7,230
PORSCHE,BOXSTER,TWO_SEATER,3.4,6,MT,고급유,8.4,11.6,245
PORSCHE,BOXSTER,TWO_SEATER,3.8,6,MT,고급유,7.6,10.1,272
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.4,10.3,277
PORSCHE,CAYENNE,SUV ,3,6,AT,경유,8.9,11.9,270
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,6.8,9.6,300
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7,10.4,286
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,6,8.9,334
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,5.9,8.9,336
PORSCHE,CAYMAN,TWO_SEATER,2.7,6,AT,고급유,9.3,13.5,217
PORSCHE,CAYMAN,TWO_SEATER,2.7,6,MT,고급유,8.7,12.7,232
PORSCHE,CAYMAN,TWO_SEATER,3.8,6,MT,고급유,7.5,9.9,277
PORSCHE,CAYMAN,TWO_SEATER,3.4,6,AT,고급유,9.2,13,222
PORSCHE,CAYMAN,TWO_SEATER,3.4,6,MT,고급유,8.3,11.2,250
PORSCHE,CAYMAN,TWO_SEATER,3.4,6,AT,고급유,8.8,12.7,230
PORSCHE,CAYMAN,TWO_SEATER,3.4,6,MT,고급유,8.4,11.6,245
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.3,9.7,285
PORSCHE,MACAN,SUV ,3.6,6,AT,고급유,7,9.9,287
PORSCHE,PANAMERA,FULL_SIZE,3.6,6,AT,고급유,7.8,11.9,255
PORSCHE,PANAMERA,FULL_SIZE,4.8,8,AT,고급유,6.6,10.3,298
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,7.5,11.4,267
PORSCHE,PANAMERA,FULL_SIZE,3.6,6,AT,고급유,7.6,11.5,262
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,7.5,11.4,267
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,7.3,11.2,271
PORSCHE,PANAMERA,FULL_SIZE,4.8,8,AT,고급유,6.5,10.3,300
PORSCHE,PANAMERA,FULL_SIZE,4.8,8,AT,고급유,6.5,10.2,303
PORSCHE,PANAMERA,FULL_SIZE,4.8,8,AT,고급유,6.5,10.3,300
PORSCHE,PANAMERA,FULL_SIZE,4.8,8,AT,고급유,6.5,10.2,303
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.4,12.5,221
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.5,12.3,237
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,227
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12.2,241
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,226
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,243
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,225
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.9,230
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.8,232
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,11.9,243
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.2,11.8,231
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.2,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9,11.6,233
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,BOXSTER,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,BOXSTER,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,AT,고급유,9.1,11.9,230
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.8,10.3,268
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.4,9.8,281
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.2,10.4,281
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,6.9,9.6,296
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,6,8.9,334
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,6,8.9,334
PORSCHE,CAYMAN,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,CAYMAN,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,AT,고급유,9.1,11.9,230
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,MACAN,SUV ,2,4,AT,고급유,8.6,10.8,248
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.3,9.7,285
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.2,9.7,287
PORSCHE,MACAN,SUV ,3.6,6,AT,고급유,7,9.9,287
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.4,12.5,221
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.5,12.3,237
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,227
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12.2,241
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.7,11,243
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.7,11.2,260
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.5,10.9,249
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.9,11.1,258
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,226
PORSCHE,911,MINICOMPACT,3,6,MT,배터리,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,배터리,9.3,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,배터리,8.3,12,243
PORSCHE,911,MINICOMPACT,3,6,AT,배터리,9.3,12,225
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.9,230
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.5,10.9,248
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.8,11.2,257
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.4,10.8,250
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.8,11,260
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.8,232
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,11.9,243
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.2,11.8,231
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,TWO_SEATER,4,6,AT,고급유,6.3,8.6,324
PORSCHE,911,TWO_SEATER,4,6,MT,고급유,5.6,8.7,352
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.2,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.3,10.9,251
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.6,10.9,266
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9,11.6,233
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.2,9.7,285
PORSCHE,BOXSTER,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,BOXSTER,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,AT,고급유,8.5,10.9,249
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,MT,고급유,8.1,10.6,257
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,AT,고급유,9.1,11.9,230
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.8,10.3,268
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,6.9,9.6,296
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.4,9.8,281
PORSCHE,CAYENNE,SUV ,3.6,6,AT,고급유,7.2,10.4,281
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,6,8.9,334
PORSCHE,CAYENNE,SUV ,4.8,8,AT,고급유,6,8.9,334
PORSCHE,CAYMAN,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,CAYMAN,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,AT,고급유,8.5,10.9,249
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,MT,고급유,8.1,10.6,257
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,AT,고급유,9.1,11.9,230
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,MACAN,SUV ,2,4,AT,고급유,8.6,10.8,248
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.2,9.7,287
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.3,9.7,285
PORSCHE,MACAN,SUV ,3.6,6,AT,고급유,7,9.9,287
PORSCHE,MACAN,SUV ,3.6,6,AT,고급유,7.1,9.9,286
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,9.1,12,229
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.8,11.6,235
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.8,11.6,235
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.7,11.1,242
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,8.8,11.8,235
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,8.8,11.8,235
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,8.3,11.1,249
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.5,9.9,279
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.4,12.5,221
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.5,12.3,237
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,227
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12.2,241
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.7,11,243
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.7,11.2,260
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.5,10.9,249
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.9,11.1,258
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,226
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,243
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.4,11,248
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,6.8,10.6,286
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.3,12,225
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,12,242
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.9,230
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.5,10.9,248
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.8,11.2,257
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.4,10.8,250
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.8,11,260
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9,11.8,232
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.3,11.9,243
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.1,11.8,231
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,TWO_SEATER,3.8,6,AT,고급유,6.5,8.9,315
PORSCHE,911,TWO_SEATER,4,6,AT,고급유,6.3,8.5,324
PORSCHE,911,TWO_SEATER,4,6,MT,고급유,5.6,8.7,352
PORSCHE,911,TWO_SEATER,4,6,AT,고급유,6.2,8.2,335
PORSCHE,911,TWO_SEATER,4,6,MT,고급유,6.1,8.9,334
PORSCHE,911,TWO_SEATER,4,6,MT,고급유,5.7,8.1,350
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9.2,11.9,228
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,8.3,10.9,251
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,7.6,10.9,266
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,9,11.6,233
PORSCHE,911,MINICOMPACT,3,6,MT,고급유,8.2,11.8,246
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,266
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7.9,10.1,267
PORSCHE,911,MINICOMPACT,3.8,6,AT,고급유,7,9.2,297
PORSCHE,BOXSTER,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,BOXSTER,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,AT,고급유,8.5,10.9,249
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,MT,고급유,8.1,10.6,257
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,AT,고급유,9,11.9,231
PORSCHE,BOXSTER,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,CAYENNE,SUV ,3,6,CVT,고급유,8,10,265
PORSCHE,CAYENNE,SUV ,2.9,6,CVT,고급유,7.8,9.6,275
PORSCHE,CAYENNE,SUV ,4,8,CVT,고급유,6.4,8.1,329
PORSCHE,CAYMAN,TWO_SEATER,2,4,AT,고급유,9.5,12.5,219
PORSCHE,CAYMAN,TWO_SEATER,2,4,MT,고급유,9.1,12,229
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,AT,고급유,8.5,10.9,249
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,MT,고급유,8.1,10.6,257
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,AT,고급유,9,11.9,231
PORSCHE,CAYMAN,TWO_SEATER,2.5,4,MT,고급유,8.3,11.1,249
PORSCHE,MACAN,SUV ,2,4,AT,고급유,8.2,9.8,264
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.8,9.8,272
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.5,250
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.1,253
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.1,253
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.2,11.2,250
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,11.2,261
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,11.2,261
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,10.2,273
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,6.9,9.8,295
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,6.4,9.5,313
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.5,9.9,279
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,7.6,10.3,271
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,7.9,9.8,272
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,7.6,9.8,277
PORSCHE,911,MINICOMPACT,3,6,AT,고급유,7.6,9.8,277
PORSCHE,CAYENNE,SUV ,3,6,CVT,고급유,8,9.7,269
PORSCHE,CAYENNE,SUV ,2.9,6,CVT,고급유,7.6,9.5,278
PORSCHE,CAYENNE,SUV ,4,8,CVT,고급유,6.4,8.1,329
PORSCHE,MACAN,SUV ,2,4,AT,고급유,8.2,9.8,264
PORSCHE,MACAN,SUV ,3,6,AT,고급유,7.8,9.8,272
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.5,250
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.1,253
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.1,11.1,253
PORSCHE,PANAMERA,FULL_SIZE,3,6,AT,고급유,8.2,11.2,250
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,11.2,261
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,11.2,261
PORSCHE,PANAMERA,FULL_SIZE,2.9,6,AT,고급유,7.6,10.2,273
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,6.9,9.8,295
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,6.4,9.5,313
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.8,10.9,261
PORSCHE,PANAMERA,FULL_SIZE,4,8,AT,고급유,7.5,9.9,279
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,5.15,7.35,279
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,4.88,6.9,296
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,5.08,7.25,283
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,4.83,6.8,300
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,5.08,7.25,283
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,4.83,6.8,300
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,5.08,7.25,283
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,AT,에탄올,4.83,6.8,300
TOYOTA,4RUNNER,SUV ,4,6,CVT,휘발유,7,9,297
TOYOTA,4RUNNER,SUV ,4,6,CVT,휘발유,7,9,297
TOYOTA,AVALON,MID_SIZE,3.5,6,CVT,휘발유,8.8,13.2,221
TOYOTA,CAMRY,MID_SIZE,2.5,4,CVT,휘발유,10.5,15.2,189
TOYOTA,CAMRY,MID_SIZE,3.5,6,CVT,휘발유,9,12.8,221
TOYOTA,CAMRY_HYBRID,MID_SIZE,2.5,4,CVT,휘발유,18.2,16.9,131
TOYOTA,CAMRY_HYBRID,MID_SIZE,2.5,4,CVT,휘발유,17.2,16.1,138
TOYOTA,COROLLA,MID_SIZE,1.8,4,AT,휘발유,11.6,15.4,177
TOYOTA,COROLLA,MID_SIZE,1.8,4,CVT,휘발유,12.3,15.9,168
TOYOTA,COROLLA,MID_SIZE,1.8,4,CVT,휘발유,12.5,16.9,163
TOYOTA,COROLLA,MID_SIZE,1.8,4,MT,휘발유,12,15.9,170
TOYOTA,COROLLA_ECO,MID_SIZE,1.8,4,CVT,휘발유,13,17.9,156
TOYOTA,COROLLA_ECO,MID_SIZE,1.8,4,CVT,휘발유,12.8,16.9,159
TOYOTA,COROLLA,STATION WAGON ,1.8,4,AT,휘발유,10.6,13.3,196
TOYOTA,COROLLA,STATION WAGON ,1.8,4,MT,휘발유,11.2,13.7,189
TOYOTA,FJ,SUV ,4,6,AT,휘발유,7,8.9,297
TOYOTA,FJ,SUV ,4,6,MT,휘발유,6.5,8.3,320
TOYOTA,HIGHLANDER,SUV ,2.7,4,CVT,휘발유,8.5,11.6,237
TOYOTA,HIGHLANDER,SUV ,3.5,6,CVT,휘발유,7.9,10.6,258
TOYOTA,HIGHLANDER,SUV ,3.5,6,CVT,휘발유,7.7,10.3,264
TOYOTA,HIGHLANDER_HYBRID,SUV ,3.5,6,CVT,휘발유,12.5,11.6,191
TOYOTA,HIGHLANDER_HYBRID,SUV ,3.5,6,CVT,휘발유,12.7,11.6,189
TOYOTA,PRIUS,MID_SIZE,1.8,4,CVT,휘발유,21.3,20.4,110
TOYOTA,PRIUS,COMPACT,1.5,4,CVT,휘발유,21.7,20.4,108
TOYOTA,PRIUS,STATION WAGON ,1.8,4,CVT,휘발유,18.9,17.2,126
TOYOTA,RAV4,SUV ,2.5,4,CVT,휘발유,10,13.2,205
TOYOTA,RAV4,SUV ,2.5,4,CVT,휘발유,9.6,12.3,216
TOYOTA,RAV4,SUV ,2.5,4,CVT,휘발유,9.4,12.2,218
TOYOTA,SEQUOIA,SUV ,5.7,8,CVT,휘발유,5.3,7.2,384
TOYOTA,SIENNA,MINIVAN,3.5,6,CVT,휘발유,7.8,10.6,260
TOYOTA,SIENNA,MINIVAN,3.5,6,CVT,휘발유,7,9.7,285
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4,AT,휘발유,8.2,10.8,251
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4,MT,휘발유,8.8,11.2,235
TOYOTA,TACOMA,PICKUP TRUCK ,4,6,MT,휘발유,6.9,8.8,301
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4,AT,휘발유,7.6,9.5,274
TOYOTA,TACOMA,PICKUP TRUCK ,2.7,4,MT,휘발유,7.8,9.4,271
TOYOTA,TACOMA,PICKUP TRUCK ,4,6,AT,휘발유,6.8,8.7,306
TOYOTA,TACOMA,PICKUP TRUCK ,4,6,MT,휘발유,6.5,8.1,322
TOYOTA,TUNDRA,PICKUP TRUCK ,4,6,CVT,휘발유,6.8,8.5,310
TOYOTA,TUNDRA,PICKUP TRUCK ,4.6,8,CVT,휘발유,6.3,8.1,329
TOYOTA,TUNDRA,PICKUP TRUCK ,5.7,8,CVT,휘발유,5.7,7.8,356
TOYOTA,TUNDRA,PICKUP TRUCK ,4.6,8,CVT,휘발유,5.9,7.8,347
TOYOTA,TUNDRA,PICKUP TRUCK ,5.7,8,CVT,휘발유,5.5,7.2,373
TOYOTA,VENZA,SUV ,2.7,4,CVT,휘발유,8.8,12.2,230
TOYOTA,VENZA,SUV ,3.5,6,CVT,휘발유,7.9,11,253
TOYOTA,VENZA,SUV ,2.7,4,CVT,휘발유,8.6,11.8,235
TOYOTA,VENZA,SUV ,3.5,6,CVT,휘발유,7.8,10.6,260
TOYOTA,YARIS,COMPACT,1.5,4,AT,휘발유,12.7,15.2,168
TOYOTA,YARIS,COMPACT,1.5,4,MT,휘발유,12.8,15.9,163
TOYOTA,4RUNNER,SUV ,4,6,CVT,휘발유,7,9,294
TOYOTA,4RUNNER,SUV ,4,6,CVT,휘발유,7,9,294
TOYOTA,AVALON,MID_SIZE,3.5,6,CVT,휘발유,8.8,13.3,221
